Time, NodeID, NumIndividuals, NumInfected,AvgParasiteDensity,AvgGametocyteDensity,NumInfections,NoMarkers,A,B,A-B
0,4,1000,0,0,0,0,0,0,0,0
0,3,1000,0,0,0,0,0,0,0,0
0,2,1000,0,0,0,0,0,0,0,0
0,1,1000,0,0,0,0,0,0,0,0
1,4,1000,0,0,0,0,0,0,0,0
1,3,1000,0,0,0,0,0,0,0,0
1,2,1000,0,0,0,0,0,0,0,0
1,1,1000,0,0,0,0,0,0,0,0
2,4,1000,0,0,0,0,0,0,0,0
2,3,1000,0,0,0,0,0,0,0,0
2,2,1000,0,0,0,0,0,0,0,0
2,1,1000,0,0,0,0,0,0,0,0
3,4,1000,0,0,0,0,0,0,0,0
3,3,1000,0,0,0,0,0,0,0,0
3,2,1000,0,0,0,0,0,0,0,0
3,1,1000,0,0,0,0,0,0,0,0
4,4,1000,0,0,0,0,0,0,0,0
4,3,1000,0,0,0,0,0,0,0,0
4,2,1000,0,0,0,0,0,0,0,0
4,1,1000,0,0,0,0,0,0,0,0
5,4,1000,0,0,0,0,0,0,0,0
5,3,1000,0,0,0,0,0,0,0,0
5,2,1000,0,0,0,0,0,0,0,0
5,1,1000,0,0,0,0,0,0,0,0
6,4,1000,0,0,0,0,0,0,0,0
6,3,1000,0,0,0,0,0,0,0,0
6,2,1000,0,0,0,0,0,0,0,0
6,1,1000,0,0,0,0,0,0,0,0
7,4,1000,0,0,0,0,0,0,0,0
7,3,1000,0,0,0,0,0,0,0,0
7,2,1000,0,0,0,0,0,0,0,0
7,1,1000,0,0,0,0,0,0,0,0
8,4,1000,0,0,0,0,0,0,0,0
8,3,1000,0,0,0,0,0,0,0,0
8,2,1000,0,0,0,0,0,0,0,0
8,1,1000,0,0,0,0,0,0,0,0
9,4,1000,0,0,0,0,0,0,0,0
9,3,1000,0,0,0,0,0,0,0,0
9,2,1000,0,0,0,0,0,0,0,0
9,1,1000,0,0,0,0,0,0,0,0
10,4,1000,1000,0,0,1000,0,0,0,1000
10,3,1000,1000,0,0,1000,0,0,1000,0
10,2,1000,1000,0,0,1000,0,1000,0,0
10,1,1000,1000,0,0,1000,1000,0,0,0
11,4,1000,1000,0,0,1000,0,0,0,1000
11,3,1000,1000,0,0,1000,0,0,1000,0
11,2,1000,1000,0,0,1000,0,1000,0,0
11,1,1000,1000,0,0,1000,1000,0,0,0
12,4,1000,1000,0,0,1000,0,0,0,1000
12,3,1000,1000,0,0,1000,0,0,1000,0
12,2,1000,1000,0,0,1000,0,1000,0,0
12,1,1000,1000,0,0,1000,1000,0,0,0
13,4,1000,1000,0,0,1000,0,0,0,1000
13,3,1000,1000,0,0,1000,0,0,1000,0
13,2,1000,1000,0,0,1000,0,1000,0,0
13,1,1000,1000,0,0,1000,1000,0,0,0
14,4,1000,1000,0,0,1000,0,0,0,1000
14,3,1000,1000,0,0,1000,0,0,1000,0
14,2,1000,1000,0,0,1000,0,1000,0,0
14,1,1000,1000,0,0,1000,1000,0,0,0
15,4,1000,1000,0,0,1000,0,0,0,1000
15,3,1000,1000,0,0,1000,0,0,1000,0
15,2,1000,1000,0,0,1000,0,1000,0,0
15,1,1000,1000,0,0,1000,1000,0,0,0
16,4,1000,1000,0.01296,0,1000,0,0,0,1000
16,3,1000,1000,0.0126924,0,1000,0,0,1000,0
16,2,1000,1000,0.0128877,0,1000,0,1000,0,0
16,1,1000,1000,0.0125368,0,1000,1000,0,0,0
17,4,1000,1000,0.0129544,0,1000,0,0,0,1000
17,3,1000,1000,0.0126869,0,1000,0,0,1000,0
17,2,1000,1000,0.0128821,0,1000,0,1000,0,0
17,1,1000,1000,0.0125317,0,1000,1000,0,0,0
18,4,1000,1000,0.20572,0,1000,0,0,0,1000
18,3,1000,1000,0.20147,0,1000,0,0,1000,0
18,2,1000,1000,0.204572,0,1000,0,1000,0,0
18,1,1000,1000,0.199015,0,1000,1000,0,0,0
19,4,1000,1000,0.20563,0,1000,0,0,0,1000
19,3,1000,1000,0.201382,0,1000,0,0,1000,0
19,2,1000,1000,0.204484,0,1000,0,1000,0,0
19,1,1000,1000,0.198934,0,1000,1000,0,0,0
20,4,1000,1000,3.20008,0,1000,0,0,0,1000
20,3,1000,1000,3.13395,0,1000,0,0,1000,0
20,2,1000,1000,3.18226,0,1000,0,1000,0,0
20,1,1000,1000,3.09601,0,1000,1000,0,0,0
21,4,1000,1000,3.1987,0,1000,0,0,0,1000
21,3,1000,1000,3.1326,0,1000,0,0,1000,0
21,2,1000,1000,3.1809,0,1000,0,1000,0,0
21,1,1000,1000,3.09475,0,1000,1000,0,0,0
22,4,1000,1000,49.7772,0,1000,0,0,0,1000
22,3,1000,1000,48.7483,0,1000,0,0,1000,0
22,2,1000,1000,49.5004,0,1000,0,1000,0,0
22,1,1000,1000,48.1619,0,1000,1000,0,0,0
23,4,1000,1000,49.7558,0,1000,0,0,0,1000
23,3,1000,1000,48.7272,0,1000,0,0,1000,0
23,2,1000,1000,49.4792,0,1000,0,1000,0,0
23,1,1000,1000,48.1424,0,1000,1000,0,0,0
24,4,1000,1000,774.269,0,1000,0,0,0,1000
24,3,1000,1000,758.257,0,1000,0,0,1000,0
24,2,1000,1000,769.968,0,1000,0,1000,0,0
24,1,1000,1000,749.199,0,1000,1000,0,0,0
25,4,1000,1000,751.436,0,1000,0,0,0,1000
25,3,1000,1000,736.159,0,1000,0,0,1000,0
25,2,1000,1000,747.705,0,1000,0,1000,0,0
25,1,1000,1000,728.84,0,1000,1000,0,0,0
26,4,1000,1000,10733.5,0,1000,0,0,0,1000
26,3,1000,1000,10512.4,0,1000,0,0,1000,0
26,2,1000,1000,10697.4,0,1000,0,1000,0,0
26,1,1000,1000,10488.6,0,1000,1000,0,0,0
27,4,1000,1000,7494.4,0,1000,0,0,0,1000
27,3,1000,1000,7420.29,0,1000,0,0,1000,0
27,2,1000,1000,7487.78,0,1000,0,1000,0,0
27,1,1000,1000,7395.25,0,1000,1000,0,0,0
28,4,1000,1000,61417.1,0,1000,0,0,0,1000
28,3,1000,1000,60954.7,0,1000,0,0,1000,0
28,2,1000,1000,61358.5,0,1000,0,1000,0,0
28,1,1000,1000,60734.1,0,1000,1000,0,0,0
29,4,1000,1000,27698.1,0,1000,0,0,0,1000
29,3,1000,1000,27565.8,0,1000,0,0,1000,0
29,2,1000,1000,27689.6,0,1000,0,1000,0,0
29,1,1000,1000,27507.6,0,1000,1000,0,0,0
30,4,1000,1000,127513,0,1000,0,0,0,1000
30,3,1000,1000,95190.4,0,1000,0,0,1000,0
30,2,1000,1000,53117,0,1000,0,1000,0,0
30,1,1000,1000,16505.9,0,1000,1000,0,0,0
31,4,1000,1000,25516.8,0.0650255,1000,0,0,0,1000
31,3,1000,1000,12832.3,0.0636809,1000,0,0,1000,0
31,2,1000,1000,3215.23,0.0646651,1000,0,1000,0,0
31,1,1000,1000,205.711,0.062926,1000,1000,0,0,0
32,4,1000,1000,69210.9,0.0492746,1000,0,0,0,1000
32,3,1000,1000,23135.9,0.0482523,1000,0,0,1000,0
32,2,1000,1000,2547.12,0.048996,1000,0,1000,0,0
32,1,1000,1000,31.6773,0.0476818,1000,1000,0,0,0
33,4,1000,1000,10483.1,1.04885,1000,0,0,0,1000
33,3,1000,1000,2371.3,1.02714,1000,0,0,1000,0
33,2,1000,1000,117.286,1.04304,1000,0,1000,0,0
33,1,1000,1000,0.288289,1.01505,1000,1000,0,0,0
34,4,1000,1000,23238.2,0.794747,1000,0,0,0,1000
34,3,1000,1000,3519.46,0.778304,1000,0,0,1000,0
34,2,1000,1000,77.9713,0.790337,1000,0,1000,0,0
34,1,1000,1000,0.039764,0.769166,1000,1000,0,0,0
35,4,1000,1000,2948.69,16.3361,1000,0,0,0,1000
35,3,1000,1000,306.147,15.9981,1000,0,0,1000,0
35,2,1000,1000,3.12129,16.2458,1000,0,1000,0,0
35,1,1000,1000,0.000353898,15.8109,1000,1000,0,0,0
36,4,1000,1000,5476.98,12.3784,1000,0,0,0,1000
36,3,1000,1000,385.859,12.1223,1000,0,0,1000,0
36,2,1000,1000,1.85726,12.31,1000,0,1000,0,0
36,1,1000,1000,4.88835e-05,11.9807,1000,1000,0,0,0
37,4,1000,1000,621.324,227.588,1000,0,0,0,1000
37,3,1000,1000,29.9192,222.902,1000,0,0,1000,0
37,2,1000,1000,0.0687797,226.807,1000,0,1000,0,0
37,1,1000,1000,4.45719e-07,222.351,1000,1000,0,0,0
38,4,1000,1000,1057.9,172.457,1000,0,0,0,1000
38,3,1000,1000,35.186,168.907,1000,0,0,1000,0
38,2,1000,1000,0.0392051,171.866,1000,0,1000,0,0
38,1,1000,1000,5.62418e-08,168.493,1000,1000,0,0,0
39,4,1000,1000,113.586,1380.34,1000,0,0,0,1000
39,3,1000,1000,2.63491,1368.28,1000,0,0,1000,0
39,2,1000,1000,0.00144753,1378.71,1000,0,1000,0,0
39,1,1000,1000,1.49656e-09,1363.62,1000,1000,0,0,0
40,4,1000,1000,187.423,1046.05,1000,0,0,0,1000
40,3,1000,1000,3.07139,1036.92,1000,0,0,1000,0
40,2,1000,1000,0.000847443,1044.82,1000,0,1000,0,0
40,1,1000,1000,0,1033.4,1000,1000,0,0,0
41,4,1000,1000,19.8424,3388.82,1000,0,0,0,1000
41,3,1000,1000,0.232414,2723.92,1000,0,0,1000,0
41,2,1000,1000,3.30282e-05,1873.22,1000,0,1000,0,0
41,1,1000,1000,0,1119.23,1000,1000,0,0,0
42,4,1000,1000,32.6972,2568.26,1000,0,0,0,1000
42,3,1000,1000,0.277741,2064.35,1000,0,0,1000,0
42,2,1000,1000,1.84394e-05,1419.63,1000,0,1000,0,0
42,1,1000,1000,0,848.206,1000,1000,0,0,0
43,4,1000,1000,3.48851,3356.04,1000,0,0,0,1000
43,3,1000,1000,0.0217722,2035.73,1000,0,0,1000,0
43,2,1000,1000,7.58524e-07,1127.75,1000,0,1000,0,0
43,1,1000,1000,0,643.458,1000,1000,0,0,0
44,4,1000,1000,5.83087,2543.47,1000,0,0,0,1000
44,3,1000,1000,0.0271448,1542.82,1000,0,0,1000,0
44,2,1000,1000,3.12002e-07,854.669,1000,0,1000,0,0
44,1,1000,621,0,251.326,621,621,0,0,0
45,4,1000,1000,0.633725,2401.06,1000,0,0,0,1000
45,3,1000,1000,0.00223039,1240.96,1000,0,0,1000,0
45,2,1000,1000,1.45208e-08,649.303,1000,0,1000,0,0
45,1,1000,621,0,190.505,621,621,0,0,0
46,4,1000,1000,1.08199,1819.73,1000,0,0,0,1000
46,3,1000,1000,0.00292268,940.497,1000,0,0,1000,0
46,2,1000,1000,6e-09,492.079,1000,0,1000,0,0
46,1,1000,0,0,0,0,0,0,0,0
47,4,1000,1000,0.120295,1490.75,1000,0,0,0,1000
47,3,1000,1000,0.000252465,720.642,1000,0,0,1000,0
47,2,1000,1000,0,372.963,1000,0,1000,0,0
47,1,1000,0,0,0,0,0,0,0,0
48,4,1000,1000,0.210243,1129.83,1000,0,0,0,1000
48,3,1000,1000,0.000347397,546.159,1000,0,0,1000,0
48,2,1000,993,0,279.727,993,0,993,0,0
48,1,1000,0,0,0,0,0,0,0,0
49,4,1000,1000,0.0239287,877.841,1000,0,0,0,1000
49,3,1000,1000,3.15249e-05,414.637,1000,0,0,1000,0
49,2,1000,993,0,211.996,993,0,993,0,0
49,1,1000,0,0,0,0,0,0,0,0
50,4,1000,1000,0.0427756,665.311,1000,0,0,0,1000
50,3,1000,1000,4.29844e-05,314.244,1000,0,0,1000,0
50,2,1000,214,0,29.364,214,0,214,0,0
50,1,1000,0,0,0,0,0,0,0,0
51,4,1000,1000,0.00497486,508.053,1000,0,0,0,1000
51,3,1000,1000,4.03471e-06,238.221,1000,0,0,1000,0
51,2,1000,214,0,22.2588,214,0,214,0,0
51,1,1000,0,0,0,0,0,0,0,0
52,4,1000,1000,0.0090763,385.05,1000,0,0,0,1000
52,3,1000,1000,4.77771e-06,180.543,1000,0,0,1000,0
52,2,1000,0,0,0,0,0,0,0,0
52,1,1000,0,0,0,0,0,0,0,0
53,4,1000,1000,0.00107752,292.494,1000,0,0,0,1000
53,3,1000,1000,4.32136e-07,136.835,1000,0,0,1000,0
53,2,1000,0,0,0,0,0,0,0,0
53,1,1000,0,0,0,0,0,0,0,0
54,4,1000,1000,0.00200499,221.679,1000,0,0,0,1000
54,3,1000,1000,4.90123e-07,103.704,1000,0,0,1000,0
54,2,1000,0,0,0,0,0,0,0,0
54,1,1000,0,0,0,0,0,0,0,0
55,4,1000,1000,0.000242372,168.128,1000,0,0,0,1000
55,3,1000,1000,4.58125e-08,78.5957,1000,0,0,1000,0
55,2,1000,0,0,0,0,0,0,0,0
55,1,1000,0,0,0,0,0,0,0,0
56,4,1000,1000,0.000454018,127.424,1000,0,0,0,1000
56,3,1000,933,2.80395e-08,54.678,933,0,0,933,0
56,2,1000,0,0,0,0,0,0,0,0
56,1,1000,0,0,0,0,0,0,0,0
57,4,1000,1000,5.57654e-05,96.5957,1000,0,0,0,1000
57,3,1000,933,2.95507e-09,41.4416,933,0,0,933,0
57,2,1000,0,0,0,0,0,0,0,0
57,1,1000,0,0,0,0,0,0,0,0
58,4,1000,1000,0.000103017,73.2093,1000,0,0,0,1000
58,3,1000,594,0,18.9699,594,0,0,594,0
58,2,1000,0,0,0,0,0,0,0,0
58,1,1000,0,0,0,0,0,0,0,0
59,4,1000,1000,1.27369e-05,55.4893,1000,0,0,0,1000
59,3,1000,594,0,14.3793,594,0,0,594,0
59,2,1000,0,0,0,0,0,0,0,0
59,1,1000,0,0,0,0,0,0,0,0
60,4,1000,1000,2.25454e-05,42.0552,1000,0,0,0,1000
60,3,1000,10,0,0.182346,10,0,0,10,0
60,2,1000,0,0,0,0,0,0,0,0
60,1,1000,0,0,0,0,0,0,0,0
61,4,1000,1000,2.73615e-06,31.8743,1000,0,0,0,1000
61,3,1000,10,0,0.138225,10,0,0,10,0
61,2,1000,0,0,0,0,0,0,0,0
61,1,1000,0,0,0,0,0,0,0,0
62,4,1000,1000,4.51618e-06,24.1574,1000,0,0,0,1000
62,3,1000,0,0,0,0,0,0,0,0
62,2,1000,0,0,0,0,0,0,0,0
62,1,1000,0,0,0,0,0,0,0,0
63,4,1000,1000,5.36851e-07,18.309,1000,0,0,0,1000
63,3,1000,0,0,0,0,0,0,0,0
63,2,1000,0,0,0,0,0,0,0,0
63,1,1000,0,0,0,0,0,0,0,0
64,4,1000,957,8.77663e-07,13.2835,957,0,0,0,957
64,3,1000,0,0,0,0,0,0,0,0
64,2,1000,0,0,0,0,0,0,0,0
64,1,1000,0,0,0,0,0,0,0,0
65,4,1000,957,9.93807e-08,10.0678,957,0,0,0,957
65,3,1000,0,0,0,0,0,0,0,0
65,2,1000,0,0,0,0,0,0,0,0
65,1,1000,0,0,0,0,0,0,0,0
66,4,1000,782,1.19759e-07,6.23642,782,0,0,0,782
66,3,1000,0,0,0,0,0,0,0,0
66,2,1000,0,0,0,0,0,0,0,0
66,1,1000,0,0,0,0,0,0,0,0
67,4,1000,781,1.31909e-08,4.72098,781,0,0,0,781
67,3,1000,0,0,0,0,0,0,0,0
67,2,1000,0,0,0,0,0,0,0,0
67,1,1000,0,0,0,0,0,0,0,0
68,4,1000,319,6.27115e-09,1.45292,319,0,0,0,319
68,3,1000,0,0,0,0,0,0,0,0
68,2,1000,0,0,0,0,0,0,0,0
68,1,1000,0,0,0,0,0,0,0,0
69,4,1000,319,1.03609e-09,1.10134,319,0,0,0,319
69,3,1000,0,0,0,0,0,0,0,0
69,2,1000,0,0,0,0,0,0,0,0
69,1,1000,0,0,0,0,0,0,0,0
70,4,1000,18,0,0.047106,18,0,0,0,18
70,3,1000,0,0,0,0,0,0,0,0
70,2,1000,0,0,0,0,0,0,0,0
70,1,1000,0,0,0,0,0,0,0,0
71,4,1000,18,0,0.0357072,18,0,0,0,18
71,3,1000,0,0,0,0,0,0,0,0
71,2,1000,0,0,0,0,0,0,0,0
71,1,1000,0,0,0,0,0,0,0,0
72,4,1000,0,0,0,0,0,0,0,0
72,3,1000,0,0,0,0,0,0,0,0
72,2,1000,0,0,0,0,0,0,0,0
72,1,1000,0,0,0,0,0,0,0,0
73,4,1000,0,0,0,0,0,0,0,0
73,3,1000,0,0,0,0,0,0,0,0
73,2,1000,0,0,0,0,0,0,0,0
73,1,1000,0,0,0,0,0,0,0,0
74,4,1000,0,0,0,0,0,0,0,0
74,3,1000,0,0,0,0,0,0,0,0
74,2,1000,0,0,0,0,0,0,0,0
74,1,1000,0,0,0,0,0,0,0,0
75,4,1000,0,0,0,0,0,0,0,0
75,3,1000,0,0,0,0,0,0,0,0
75,2,1000,0,0,0,0,0,0,0,0
75,1,1000,0,0,0,0,0,0,0,0
76,4,1000,0,0,0,0,0,0,0,0
76,3,1000,0,0,0,0,0,0,0,0
76,2,1000,0,0,0,0,0,0,0,0
76,1,1000,0,0,0,0,0,0,0,0
77,4,1000,0,0,0,0,0,0,0,0
77,3,1000,0,0,0,0,0,0,0,0
77,2,1000,0,0,0,0,0,0,0,0
77,1,1000,0,0,0,0,0,0,0,0
78,4,1000,0,0,0,0,0,0,0,0
78,3,1000,0,0,0,0,0,0,0,0
78,2,1000,0,0,0,0,0,0,0,0
78,1,1000,0,0,0,0,0,0,0,0
79,4,1000,0,0,0,0,0,0,0,0
79,3,1000,0,0,0,0,0,0,0,0
79,2,1000,0,0,0,0,0,0,0,0
79,1,1000,0,0,0,0,0,0,0,0
80,4,1000,0,0,0,0,0,0,0,0
80,3,1000,0,0,0,0,0,0,0,0
80,2,1000,0,0,0,0,0,0,0,0
80,1,1000,0,0,0,0,0,0,0,0
81,4,1000,0,0,0,0,0,0,0,0
81,3,1000,0,0,0,0,0,0,0,0
81,2,1000,0,0,0,0,0,0,0,0
81,1,1000,0,0,0,0,0,0,0,0
82,4,1000,0,0,0,0,0,0,0,0
82,3,1000,0,0,0,0,0,0,0,0
82,2,1000,0,0,0,0,0,0,0,0
82,1,1000,0,0,0,0,0,0,0,0
83,4,1000,0,0,0,0,0,0,0,0
83,3,1000,0,0,0,0,0,0,0,0
83,2,1000,0,0,0,0,0,0,0,0
83,1,1000,0,0,0,0,0,0,0,0
84,4,1000,0,0,0,0,0,0,0,0
84,3,1000,0,0,0,0,0,0,0,0
84,2,1000,0,0,0,0,0,0,0,0
84,1,1000,0,0,0,0,0,0,0,0
85,4,1000,0,0,0,0,0,0,0,0
85,3,1000,0,0,0,0,0,0,0,0
85,2,1000,0,0,0,0,0,0,0,0
85,1,1000,0,0,0,0,0,0,0,0
86,4,1000,0,0,0,0,0,0,0,0
86,3,1000,0,0,0,0,0,0,0,0
86,2,1000,0,0,0,0,0,0,0,0
86,1,1000,0,0,0,0,0,0,0,0
87,4,1000,0,0,0,0,0,0,0,0
87,3,1000,0,0,0,0,0,0,0,0
87,2,1000,0,0,0,0,0,0,0,0
87,1,1000,0,0,0,0,0,0,0,0
88,4,1000,0,0,0,0,0,0,0,0
88,3,1000,0,0,0,0,0,0,0,0
88,2,1000,0,0,0,0,0,0,0,0
88,1,1000,0,0,0,0,0,0,0,0
89,4,1000,0,0,0,0,0,0,0,0
89,3,1000,0,0,0,0,0,0,0,0
89,2,1000,0,0,0,0,0,0,0,0
89,1,1000,0,0,0,0,0,0,0,0
90,4,1000,0,0,0,0,0,0,0,0
90,3,1000,0,0,0,0,0,0,0,0
90,2,1000,0,0,0,0,0,0,0,0
90,1,1000,0,0,0,0,0,0,0,0
91,4,1000,0,0,0,0,0,0,0,0
91,3,1000,0,0,0,0,0,0,0,0
91,2,1000,0,0,0,0,0,0,0,0
91,1,1000,0,0,0,0,0,0,0,0
92,4,1000,0,0,0,0,0,0,0,0
92,3,1000,0,0,0,0,0,0,0,0
92,2,1000,0,0,0,0,0,0,0,0
92,1,1000,0,0,0,0,0,0,0,0
93,4,1000,0,0,0,0,0,0,0,0
93,3,1000,0,0,0,0,0,0,0,0
93,2,1000,0,0,0,0,0,0,0,0
93,1,1000,0,0,0,0,0,0,0,0
94,4,1000,0,0,0,0,0,0,0,0
94,3,1000,0,0,0,0,0,0,0,0
94,2,1000,0,0,0,0,0,0,0,0
94,1,1000,0,0,0,0,0,0,0,0
95,4,1000,0,0,0,0,0,0,0,0
95,3,1000,0,0,0,0,0,0,0,0
95,2,1000,0,0,0,0,0,0,0,0
95,1,1000,0,0,0,0,0,0,0,0
96,4,1000,0,0,0,0,0,0,0,0
96,3,1000,0,0,0,0,0,0,0,0
96,2,1000,0,0,0,0,0,0,0,0
96,1,1000,0,0,0,0,0,0,0,0
97,4,1000,0,0,0,0,0,0,0,0
97,3,1000,0,0,0,0,0,0,0,0
97,2,1000,0,0,0,0,0,0,0,0
97,1,1000,0,0,0,0,0,0,0,0
98,4,1000,0,0,0,0,0,0,0,0
98,3,1000,0,0,0,0,0,0,0,0
98,2,1000,0,0,0,0,0,0,0,0
98,1,1000,0,0,0,0,0,0,0,0
99,4,1000,0,0,0,0,0,0,0,0
99,3,1000,0,0,0,0,0,0,0,0
99,2,1000,0,0,0,0,0,0,0,0
99,1,1000,0,0,0,0,0,0,0,0
