Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),male_ID,female_ID,male_age,female_age,Termination_Reason
12,1,2,2.4184,3,0,5979,10898,44.6329,30.0374,BROKEUP
221,1,16,17.9126,18,0,14319,15169,55.5625,54.2463,BROKEUP
52,1,4,18.4161,19,0,5714,3094,38.7296,26.4033,BROKEUP
118,1,8,21.3007,22,0,5558,15598,17.1828,16.582,BROKEUP
140,1,10,24.6106,25,0,8612,4110,15.3153,20.0848,BROKEUP
263,1,19,24.0086,25,0,12300,10678,29.9041,26.3024,BROKEUP
374,1,28,29.3478,30,0,140,5501,17.6716,16.5234,BROKEUP
68,1,5,30.8398,31,0,214,5357,33.8942,22.0983,BROKEUP
431,1,33,34.1455,35,0,7537,8631,16.824,18.9099,BROKEUP
278,1,20,39.3253,40,0,9756,2583,23.6701,18.3669,BROKEUP
238,1,17,41.9543,42,0,16930,314,21.7486,21.8179,BROKEUP
225,1,16,42.1334,43,0,17094,17288,33.5608,27.8776,BROKEUP
47,1,4,43.6631,44,0,12253,12757,32.1446,31.8558,BROKEUP
303,1,23,47.7467,48,0,1932,13692,40.0837,23.9488,BROKEUP
165,1,12,48.4094,49,0,8724,16099,15.5315,19.6513,BROKEUP
51,1,4,49.8157,50,0,5159,774,29.9718,22.6449,BROKEUP
99,1,7,50.3124,51,0,5925,15154,25.7124,25.679,BROKEUP
528,1,42,50.0901,51,0,10007,3564,27.3206,20.8907,BROKEUP
228,1,16,51.1336,52,0,8552,4004,22.129,20.213,BROKEUP
235,1,17,51.1134,52,0,1292,13724,45.3062,37.5265,BROKEUP
98,1,7,52.3041,53,0,2704,10598,33.218,21.7152,BROKEUP
32,1,3,54.4469,55,0,10460,4022,20.5479,16.7399,BROKEUP
306,1,23,55.6079,56,0,11033,5276,27.3887,20.5815,BROKEUP
507,1,40,57.6564,58,0,11744,12136,25.9499,19.9221,BROKEUP
522,1,41,57.5144,58,0,8387,10643,29.4711,29.9184,BROKEUP
608,1,48,57.4485,58,0,15647,9418,24.3392,22.2431,BROKEUP
16,1,2,59.758,60,0,7177,6336,28.2558,16.6603,BROKEUP
289,1,21,64.0712,65,0,2667,14886,28.7153,16.5231,BROKEUP
359,1,27,66.1406,67,0,14110,5315,25.6821,24.9726,BROKEUP
103,1,7,67.7996,68,0,3128,15336,36.9325,30.5894,BROKEUP
266,1,19,70.5038,71,0,3167,15873,24.7579,19.9101,BROKEUP
596,1,47,72.4633,73,0,13033,15405,31.5879,32.1398,BROKEUP
154,1,11,75.6107,76,0,4036,15279,36.9497,34.0731,BROKEUP
206,1,15,76.5144,77,0,1021,11123,25.8909,24.8726,BROKEUP
621,1,49,79.5195,80,0,1580,3255,15.3532,18.4563,BROKEUP
311,1,23,81.6905,82,1,1931,5149,44.2608,38.8583,BROKEUP
623,1,49,83.2703,84,0,16869,9013,27.2111,21.8074,BROKEUP
823,1,67,84.502,85,0,2761,7825,44.6677,45.3099,BROKEUP
287,1,21,86.2664,87,0,12768,5030,42.0619,41.884,BROKEUP
643,1,51,86.1492,87,0,8191,232,24.793,16.1831,BROKEUP
6,1,1,87.2624,88,0,3885,11021,17.1291,17.9413,BROKEUP
521,1,41,87.709,88,0,15577,3910,24.1124,23.3752,BROKEUP
260,1,19,88.6228,89,0,7649,4727,20.946,16.6773,BROKEUP
82,1,6,91.9007,92,0,15627,6027,15.9312,24.9422,BROKEUP
396,1,30,91.394,92,0,7082,13171,41.1106,38.9252,BROKEUP
613,1,48,91.5149,92,0,3849,15563,36.2027,26.4459,BROKEUP
164,1,12,93.5731,94,0,13485,11171,24.2436,19.2504,BROKEUP
445,1,34,94.3603,95,0,12796,8488,25.9849,20.7561,BROKEUP
730,1,59,94.152,95,0,16893,3108,21.7517,18.9762,BROKEUP
62,1,5,96.0923,97,0,7034,4699,42.4646,27.7149,BROKEUP
444,1,34,96.7307,97,0,12217,13358,25.6328,26.8568,BROKEUP
610,1,48,96.5161,97,0,4765,8057,17.8356,19.9153,BROKEUP
331,1,25,98.6854,99,0,8521,4021,32.1782,22.5155,BROKEUP
349,1,26,98.0785,99,0,11239,11054,30.6583,37.0651,BROKEUP
836,1,68,98.9266,99,0,9193,16816,37.3289,39.1142,BROKEUP
918,1,75,98.2665,99,0,11030,9946,26.9863,14.6542,BROKEUP
1042,1,84,99.0232,100,0,12435,15908,16.3728,17.3208,BROKEUP
455,1,35,100.409,101,0,13445,8227,25.0287,22.8419,BROKEUP
558,1,44,100.125,101,0,7291,1246,23.1607,26.5204,BROKEUP
375,1,28,103.617,104,0,13941,9754,17.3477,17.7543,BROKEUP
893,1,73,103.642,104,0,15690,6798,26.9505,32.5801,BROKEUP
126,1,9,105.223,106,0,15871,6903,29.4948,18.7542,BROKEUP
394,1,30,106.69,107,0,9813,6222,27.3663,20.146,BROKEUP
531,1,42,107.478,108,0,1545,867,77.9066,62.984,BROKEUP
1017,1,82,108.822,109,0,15501,4967,16.9927,16.8925,BROKEUP
197,1,14,109.47,110,1,16270,15602,37.558,27.6567,BROKEUP
53,1,4,111.059,112,0,10496,9730,30.1361,25.0217,BROKEUP
786,1,64,111.275,112,0,9685,1999,31.724,26.3972,BROKEUP
975,1,79,112.182,113,0,13448,14536,16.7639,17.0309,BROKEUP
1139,1,93,112.842,113,0,3667,13061,18.9021,16.5652,BROKEUP
532,1,42,113.488,114,0,2650,6696,23.7895,18.3616,BROKEUP
687,1,55,113.729,114,0,15674,1501,30.2256,24.1136,BROKEUP
872,1,71,113.308,114,0,7936,15063,16.4726,16.0168,BROKEUP
1061,1,86,113.005,114,0,2180,3223,22.5159,16.5318,BROKEUP
1332,1,109,113.75,114,0,11320,616,36.9275,26.32,BROKEUP
650,1,52,117.675,118,0,10045,11466,20.8749,22.6517,BROKEUP
1220,1,101,117.196,118,0,1358,15837,22.3222,23.5555,BROKEUP
249,1,18,118.19,119,0,4492,13161,17.5217,27.9969,BROKEUP
1112,1,90,118.769,119,0,177,8433,37.8983,35.3176,BROKEUP
348,1,26,119.984,120,0,1509,9880,28.1743,25.233,BROKEUP
1269,1,104,119.177,120,0,1397,4879,42.2595,28.3264,BROKEUP
307,1,23,120.35,121,0,14136,16097,42.5742,34.8198,BROKEUP
1368,1,112,120.451,121,0,17272,9950,15.9565,23.7752,BROKEUP
892,1,73,121.631,122,0,14463,11959,17.1066,18.0839,BROKEUP
955,1,77,121.378,122,1,11451,5307,45.9083,35.5682,BROKEUP
252,1,18,122.02,123,0,11424,4211,48.8601,43.2562,BROKEUP
469,1,36,122.509,123,0,12852,2118,29.2795,18.4782,BROKEUP
272,1,19,123.035,124,1,6641,16051,17.5958,19.7633,BROKEUP
1219,1,101,123.108,124,0,16144,1143,26.4074,22.1214,BROKEUP
699,1,56,124.796,125,0,6167,11973,26.5813,24.3603,BROKEUP
1068,1,86,124.111,125,0,16875,7114,32.09,31.2383,BROKEUP
14,1,2,125.895,126,0,6031,10325,27.4636,25.2726,BROKEUP
1291,1,106,125.074,126,0,5206,13119,16.7404,18.7175,BROKEUP
1314,1,108,125.468,126,0,16930,4237,21.9787,17.893,BROKEUP
21,1,2,126.076,127,1,8835,3227,33.8983,25.4687,BROKEUP
236,1,17,126.316,127,0,11081,8583,43.3365,32.069,BROKEUP
1512,1,123,126.023,127,0,4493,5155,37.3202,26.0751,BROKEUP
113,1,8,128.708,129,0,12008,8400,18.3059,18.8962,BROKEUP
1303,1,107,130.204,131,0,7551,12609,33.5224,27.1492,BROKEUP
472,1,36,131.062,132,1,13197,15454,37.428,28.9425,BROKEUP
540,1,43,131.955,132,0,10342,15410,24.5398,25.6735,BROKEUP
821,1,67,131.451,132,0,13199,16585,21.4408,20.1154,BROKEUP
1159,1,94,131.494,132,0,11094,9239,19.5883,15.2842,BROKEUP
166,1,12,132.998,133,0,17150,6041,40.1857,32.4148,BROKEUP
250,1,18,132.496,133,0,5281,13127,22.1044,20.043,BROKEUP
454,1,35,132.323,133,0,12650,894,16.6997,20.4466,BROKEUP
971,1,79,132.357,133,0,3147,5973,20.8381,17.5305,BROKEUP
738,1,60,133.149,134,0,5841,1826,22.9556,28.6042,BROKEUP
1096,1,89,134.623,135,0,747,4022,20.8605,16.9591,BROKEUP
1449,1,119,134.907,135,0,15457,2464,26.8335,26.8503,BROKEUP
1382,1,113,135.167,136,0,1285,6830,40.6729,40.0459,BROKEUP
1463,1,120,135.634,136,0,1948,14913,26.4374,30.0289,BROKEUP
1075,1,87,136.645,137,0,3431,7406,22.8797,25.6006,BROKEUP
1293,1,106,137.16,138,0,13607,16431,41.6439,25.663,BROKEUP
350,1,26,138.647,139,0,11997,15728,27.9353,23.0314,BROKEUP
571,1,45,138.118,139,0,8122,12315,35.1048,22.133,BROKEUP
1453,1,119,138.873,139,0,14248,8613,16.845,22.4587,BROKEUP
94,1,6,139.184,140,1,5023,4396,24.5682,20.1139,BROKEUP
115,1,8,140.203,141,0,14571,10121,34.128,26.3086,BROKEUP
432,1,33,140.018,141,0,8088,12433,26.1968,22.2419,BROKEUP
1237,1,102,140.68,141,0,7696,12286,19.4343,21.3586,BROKEUP
357,1,27,141.217,142,0,1899,12895,19.464,20.1438,BROKEUP
167,1,12,142.435,143,0,17342,6893,17.6886,22.2128,BROKEUP
328,1,25,142.345,143,0,3761,7730,31.0797,31.2143,BROKEUP
1020,1,82,142.582,143,0,8946,15903,17.9473,23.0574,BROKEUP
1425,1,117,142.067,143,0,6523,13019,41.4794,35.8247,BROKEUP
645,1,51,143.319,144,0,434,15959,29.2122,27.4101,BROKEUP
808,1,66,143.31,144,0,8386,3721,15.3406,13.7452,BROKEUP
495,1,39,144.09,145,0,10790,14975,16.4902,18.2204,BROKEUP
863,1,70,144.261,145,0,426,14171,21.4495,18.6526,BROKEUP
905,1,74,144.947,145,0,15340,5318,24.4804,22.0177,BROKEUP
940,1,77,144.774,145,0,3476,12870,20.1473,17.4106,BROKEUP
1705,1,142,145.317,146,0,7811,3,19.7818,18.4839,BROKEUP
128,1,9,146.391,147,0,14742,2748,25.3609,29.2743,BROKEUP
1330,1,109,146.518,147,0,3087,16515,20.7179,17.1881,BROKEUP
1715,1,143,147.676,148,0,11637,916,22.8065,29.7264,BROKEUP
